-35.620800  -13.910000  -12.907700  -6.4256900  -11.481300
1.6325200  5.6425400  -0.73831200  1.6678900  0.33675300
1.2356500  0.91126800  -3.8843600  -2.5903800  0.39313700
3.3062400  1.4008000  -0.73268300  2.4189800  -0.88521600
0.75475100  -5.6840300  -1.7958100  0.0024155600  0.32470200
-51.297700  -8.0766000  -17.337800  -8.0542200  -16.531400
2.7017100  7.5619400  -1.6960400  -0.39626400  0.066611300
1.9685000  6.2777700  -1.1683300  0.90164900  0.099935100
2.5772800  2.1001900  -1.9493100  2.8578500  -0.44491400
-11.758300  1.1434400  0.47527200  -2.6990100  0.25561300
3.7389700  1.2815100  -1.2738400  0.36997500  -0.017825000
-4.1489800  6.3382900  0.28772200  0.62835600  2.3123700
-8.2960200  4.2983400  -3.4261200  -0.87259900  -1.0267300
-27.451200  4.1928300  -9.1160100  -5.6653500  -2.8395600
-47.530200  -8.0308000  -15.173900  -9.8595300  -12.639200
2.8153000  3.2638200  -1.9545100  -1.3022200  0.073926500
3.2321100  0.67293000  -2.5846200  2.5044300  -0.089526700
-50.859100  -7.9867400  -15.975700  -8.5989600  -4.6031000
-20.623800  -0.92390400  -4.9937200  -2.5379300  -4.8977700
-14.897200  0.80178600  -4.1943900  -1.3417100  0.55416700
4.1554100  3.4113000  -1.8588300  0.36618200  -0.64607800
-24.963600  -5.1655800  -4.2729400  -1.7615700  3.1273500
-5.7592800  -2.3652300  -4.1848500  2.1563400  -0.90772800
3.3224700  4.7182700  -2.1307300  1.9408000  -0.35144200
-15.668300  -3.9418000  -5.6155200  -1.1680400  0.86849600
0.87066900  9.6794000  -1.6444700  1.5960400  0.47076400
-16.529600  1.9065400  -3.3792100  -4.1086100  -6.1777300
-1.5908300  7.0234700  -0.26519500  0.63853600  0.054297700
-8.8948200  1.1044400  -1.5203100  3.0184700  -2.1951700
-10.278900  -3.7478300  -4.7756300  1.7665800  -0.27540900
